Designator,Mid X,Mid Y,Rotation,Layer
J1,212.2,-89.76,180.0,bottom
J2,211.46,-112.7,180.0,bottom
J3,210.76,-137.25,180.0,bottom
J4,198.22,-68.4,0.0,bottom
J5,182.89,-68.47,0.0,bottom
J6,190.59,-68.3,0.0,bottom
LED1,173.99,-89.69,0.0,top
LED2,174.07,-113.76,0.0,top
LED3,174.11,-137.53,0.0,top
SW1,170.405,-68.53,0.0,top
SW2,209.055,-68.53,0.0,top
